Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Kenya,KEN,1984,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,21272.3792720257
Kenya,KEN,1983,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,4547.94610838194
Kenya,KEN,1982,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1024.91664256779
Kenya,KEN,1981,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1515.09323285561
Kenya,KEN,1980,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,9724.31631719173
Kenya,KEN,1979,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,4138.10479280629
Kenya,KEN,1978,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Kenya,KEN,1977,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Kenya,KEN,1976,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Kenya,KEN,1975,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,28554.155427341
Kenya,KEN,1974,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,64194.4165315007
Kenya,KEN,1973,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,55746.7059270621
Kenya,KEN,1972,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,29742.7892467712
Kenya,KEN,1971,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,32260.5788739415
Kenya,KEN,1970,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,50534.385422964
Kenya,KEN,2021,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00445541892451174
Kenya,KEN,2020,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00135924719430947
Kenya,KEN,2019,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00305005499984422
Kenya,KEN,2018,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00361326482048449
Kenya,KEN,2017,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00399430731858373
Kenya,KEN,2016,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00170937916709035
Kenya,KEN,2015,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0013006116090814
Kenya,KEN,2014,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00268485014785905
Kenya,KEN,2013,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0383666536582527
Kenya,KEN,2012,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.107666137221843
Kenya,KEN,2011,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0615321728082308
Kenya,KEN,2010,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0540075692489694
Kenya,KEN,2009,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0193193173028123
Kenya,KEN,2008,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00526885668363104
Kenya,KEN,2007,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.041713417285429
Kenya,KEN,2006,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00651955410196164
Kenya,KEN,2005,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0045928340512202
Kenya,KEN,2004,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00309298993573939
Kenya,KEN,2003,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00939190160673842
Kenya,KEN,2002,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0286296605268911
Kenya,KEN,2001,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.01684078474539
Kenya,KEN,2000,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0148868648403191
Kenya,KEN,1999,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0071227167585658
Kenya,KEN,1998,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00388987311428662
Kenya,KEN,1997,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00581909912048103
Kenya,KEN,1996,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00689880185506453
Kenya,KEN,1995,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00205340345065973
Kenya,KEN,1994,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00786947997048543
Kenya,KEN,1993,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00110318316293102
Kenya,KEN,1992,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.000103826513941656
Kenya,KEN,1991,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.000331154038451821
Kenya,KEN,1990,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0015306558923733
Kenya,KEN,1989,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.000773454285517721
Kenya,KEN,1988,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00117514559416642
Kenya,KEN,1987,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00580860901456844
Kenya,KEN,1986,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00105834959492625
Kenya,KEN,1985,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.000194067105553904
Kenya,KEN,1984,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.000355271708556921
Kenya,KEN,1983,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,7.85645924547409e-05
Kenya,KEN,1982,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1.65919829477089e-05
Kenya,KEN,1981,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,2.28180423188945e-05
Kenya,KEN,1980,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.000138062516121249
Kenya,KEN,1979,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,6.8855250251172e-05
Kenya,KEN,1978,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0
Kenya,KEN,1977,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0
Kenya,KEN,1976,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0
Kenya,KEN,1975,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.000901779361639546
Kenya,KEN,1974,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00223759144174242
Kenya,KEN,1973,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00231636913368057
Kenya,KEN,1972,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00143460892045757
Kenya,KEN,1971,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00183947387762122
Kenya,KEN,1970,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00319727119958405
Kenya,KEN,2021,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,2020,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,2019,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1725355.69895089
Kenya,KEN,2018,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,774064.92919403
Kenya,KEN,2017,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,2016,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,2537782.79662861
Kenya,KEN,2015,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,2778530.0361122
Kenya,KEN,2014,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,7730341.64433056
Kenya,KEN,2013,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,7809563.25590027
Kenya,KEN,2012,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,5953559.62060486
Kenya,KEN,2011,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,8113150.12500638
Kenya,KEN,2010,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,3791378.93419481
Kenya,KEN,2009,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,2008,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,2007,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,2006,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,2005,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,2004,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,2003,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,2002,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,2001,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,2000,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1999,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1998,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1997,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1996,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1995,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1994,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1993,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1992,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1991,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1990,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1989,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1988,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1987,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1986,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1985,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1984,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1983,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1982,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1981,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1980,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1979,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1978,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1977,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1976,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1975,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1974,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1973,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1972,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,1971,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0
Kenya,KEN,2021,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,2020,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,2019,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.00174675534442391
Kenya,KEN,2018,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.000852379356710166
Kenya,KEN,2017,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,2016,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.00343850663650599
Kenya,KEN,2015,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.00439674876496035
Kenya,KEN,2014,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0127605915149923
Kenya,KEN,2013,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0143303258313731
Kenya,KEN,2012,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0118626715526585
Kenya,KEN,2011,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0193345576553958
Kenya,KEN,2010,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.00951353782063823
Kenya,KEN,2009,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,2008,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,2007,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,2006,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,2005,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,2004,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,2003,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,2002,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,2001,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,2000,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1999,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1998,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1997,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1996,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1995,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1994,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1993,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1992,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1991,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1990,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1989,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1988,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1987,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1986,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1985,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1984,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1983,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1982,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1981,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1980,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1979,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1978,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1977,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1976,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1975,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1974,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1973,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1972,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,1971,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0
Kenya,KEN,2021,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.24534198237127
Kenya,KEN,2020,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.29058747300495
Kenya,KEN,2019,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.24520970698003
Kenya,KEN,2018,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.38061876101333
Kenya,KEN,2017,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.35803802233102
Kenya,KEN,2016,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.69103224206902
Kenya,KEN,2015,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.00211147612387
Kenya,KEN,2014,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.96587531071929
Kenya,KEN,2013,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.99501624498553
Kenya,KEN,2012,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.21473476173011
Kenya,KEN,2011,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.25306068492332
Kenya,KEN,2010,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.01412120746383
Kenya,KEN,2009,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.70834923635944
Kenya,KEN,2008,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.6394240265342
Kenya,KEN,2007,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.63294821804325
Kenya,KEN,2006,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.95582032736948
Kenya,KEN,2005,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.07646131901676
Kenya,KEN,2004,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.15888541118357
Kenya,KEN,2003,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,5.13871730744992
Kenya,KEN,2002,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.77364427198863
Kenya,KEN,2001,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.17023353277295
Kenya,KEN,2000,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.34281155775717
Kenya,KEN,1999,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.31055468277876
Kenya,KEN,1998,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.57562748316418
Kenya,KEN,1997,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.79433864208194
Kenya,KEN,1996,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,5.59348554657641
Kenya,KEN,1995,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,7.55290111708457
Kenya,KEN,1994,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,6.67318227412748
Kenya,KEN,1993,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,7.21430240917405
Kenya,KEN,1992,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,5.61986015482023
Kenya,KEN,1991,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,5.4473073200394
Kenya,KEN,1990,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,5.18283461960003
Kenya,KEN,1989,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.31506500898238
Kenya,KEN,1988,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.0713055826909
Kenya,KEN,1987,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.03456548589706
Kenya,KEN,1986,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.25904658515469
Kenya,KEN,1985,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.36297871996289
Kenya,KEN,1984,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.04109737370548
Kenya,KEN,1983,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.32192428798956
Kenya,KEN,1982,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,5.9964322122919
Kenya,KEN,1981,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.9932900306966
Kenya,KEN,1980,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.27224532739826
Kenya,KEN,1979,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.20555880923361
Kenya,KEN,1978,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.81524104929962
Kenya,KEN,1977,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,5.21402539254661
Kenya,KEN,1976,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.85096968280799
Kenya,KEN,1975,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.30422077786313
Kenya,KEN,1974,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.42261230720209
Kenya,KEN,1973,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.51911390481966
Kenya,KEN,1972,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.39623214466924
Kenya,KEN,1971,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.57182515226865
Kenya,KEN,2021,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00566243092389293
Kenya,KEN,2020,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00180998641786536
Kenya,KEN,2019,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00375994034000316
Kenya,KEN,2018,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00445832873752338
Kenya,KEN,2017,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00510699615983619
Kenya,KEN,2016,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00219786685188723
Kenya,KEN,2015,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00152775734048981
Kenya,KEN,2014,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00310445597618892
Kenya,KEN,2013,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0441884117434056
Kenya,KEN,2012,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.131376334081647
Kenya,KEN,2011,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0743308223348879
Kenya,KEN,2010,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0667009022992329
Kenya,KEN,2009,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0245265465131725
Kenya,KEN,2008,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0079188053109711
Kenya,KEN,2007,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0588658649507867
Kenya,KEN,2006,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0091212202141864
Kenya,KEN,2005,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00641360345069168
Kenya,KEN,2004,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00444337590578361
Kenya,KEN,2003,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0132501544648397
Kenya,KEN,2002,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0291619455198214
Kenya,KEN,2001,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.024045305689377
Kenya,KEN,2000,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0200362817544637
Kenya,KEN,1999,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00955559453467902
Kenya,KEN,1998,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00479445892121896
Kenya,KEN,1997,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0073303058127075
Kenya,KEN,1996,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00894314208760863
Kenya,KEN,1995,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0026290523880369
Kenya,KEN,1994,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.010334743537038
Kenya,KEN,1993,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00989891342676259
